nohup: ignoring input
Namespace(adam_betas='(0.9, 0.997)', adam_eps=1e-09, adaptive_softmax_cutoff=None, amp=True, amp_level='O2', arch='transformer_wmt_en_de_big_t2t', attention_dropout=0.1, beam=4, bpe_codes=None, buffer_size=64, clip_norm=0.0, cpu=False, criterion='label_smoothed_cross_entropy', data='/data/wmt14_en_de_joined_dict', decoder_attention_heads=16, decoder_embed_dim=1024, decoder_embed_path=None, decoder_ffn_embed_dim=4096, decoder_layers=6, decoder_learned_pos=False, decoder_normalize_before=True, device_id=0, distributed_backend='nccl', distributed_init_method=None, distributed_port=-1, distributed_rank=0, distributed_world_size=1, do_sanity_check=False, dropout=0.1, enable_parallel_backward_allred_opt=False, enable_parallel_backward_allred_opt_correctness_check=False, encoder_attention_heads=16, encoder_embed_dim=1024, encoder_embed_path=None, encoder_ffn_embed_dim=4096, encoder_layers=6, encoder_learned_pos=False, encoder_normalize_before=True, fp16=False, fuse_dropout_add=False, fuse_layer_norm=True, fuse_relu_dropout=False, gen_subset='test', keep_interval_updates=-1, label_smoothing=0.1, left_pad_source=True, left_pad_target=False, lenpen=1, local_rank=0, log_interval=10, lr=[0.0006], lr_scheduler='inverse_sqrt', lr_shrink=0.1, max_epoch=1, max_len_a=0, max_len_b=200, max_positions=(1024, 1024), max_sentences=None, max_sentences_valid=None, max_source_positions=1024, max_target_positions=1024, max_tokens=5120, max_update=0, min_len=1, min_loss_scale=0.0001, min_lr=0.0, model_overrides='{}', momentum=0.99, nbest=1, no_beamable_mm=False, no_early_stop=False, no_epoch_checkpoints=True, no_save=False, no_token_positional_embeddings=False, num_shards=1, online_eval=False, optimizer='adam', pad_sequence=1, parallel_backward_allred_opt_threshold=0, path=None, prefix_size=0, print_alignment=False, profile=False, profiler_file=None, profiler_steps=100, quiet=False, raw_text=False, relu_dropout=0.1, remove_bpe=None, replace_unk=None, restore_file='checkpoint_last.pt', sampling=False, sampling_temperature=1, sampling_topk=-1, save_dir='/results', save_interval=1, save_interval_updates=0, save_predictions=False, score_reference=False, seed=1, sentence_avg=False, sentencepiece=False, shard_id=0, share_all_embeddings=True, share_decoder_input_output_embed=False, skip_invalid_size_inputs_valid_test=False, source_lang=None, stat_file='/results/run_log.json', target_bleu=0.0, target_lang=None, test_cased_bleu=False, train_subset='train', unkpen=0, unnormalized=False, update_freq=[1], valid_subset='valid', validate_interval=1, warmup_init_lr=0.0, warmup_updates=4000, weight_decay=0.0)
| [en] dictionary: 33712 types
| [de] dictionary: 33712 types
| /data/wmt14_en_de_joined_dict train 4575637 examples
| /data/wmt14_en_de_joined_dict valid 3000 examples
| /data/wmt14_en_de_joined_dict test 3003 examples
| num. model params: 210808832
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
| model transformer_wmt_en_de_big_t2t, criterion LabelSmoothedCrossEntropyCriterion
| training on 1 GPUs
| max tokens per GPU = 5120 and max sentences per GPU = None
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 8192.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 4096.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 2048.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 1024.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 512.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 256.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 128.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 64.0
Transformer | epoch 0 | step 10 |avg loss 16.126 |avg tokens 4746.000 |tokens/s 35038.571 |walltime 12.191 |
Transformer | epoch 0 | step 15390 |avg loss 5.399 |avg tokens 4378.600 |tokens/s 31792.440 |walltime 2119.858 |
Transformer | epoch 0 | step 15400 |avg loss 5.738 |avg tokens 3998.200 |tokens/s 30540.945 |walltime 2121.167 |
Transformer | epoch 0 | step 15410 |avg loss 5.650 |avg tokens 4322.300 |tokens/s 32051.092 |walltime 2122.515 |
Transformer | epoch 0 | step 15420 |avg loss 5.268 |avg tokens 4712.000 |tokens/s 32856.983 |walltime 2123.949 |
Transformer | epoch 0 | step 15430 |avg loss 5.485 |avg tokens 4665.900 |tokens/s 33662.159 |walltime 2125.335 |
Transformer | epoch 0 | step 15440 |avg loss 5.589 |avg tokens 4556.600 |tokens/s 34038.492 |walltime 2126.674 |
Transformer | epoch 0 | step 15450 |avg loss 5.358 |avg tokens 4639.000 |tokens/s 32723.202 |walltime 2128.092 |
Transformer | epoch 0 | step 15460 |avg loss 5.047 |avg tokens 4563.700 |tokens/s 33004.508 |walltime 2129.475 |
Transformer | epoch 0 | step 15470 |avg loss 5.157 |avg tokens 4744.000 |tokens/s 33707.337 |walltime 2130.882 |
Transformer | epoch 0 | step 15480 |avg loss 5.326 |avg tokens 4801.300 |tokens/s 35252.194 |walltime 2132.244 |
Transformer | epoch 0 | step 15490 |avg loss 5.904 |avg tokens 4111.100 |tokens/s 31664.754 |walltime 2133.542 |
Transformer | epoch 0 | step 15500 |avg loss 5.418 |avg tokens 4413.800 |tokens/s 32364.089 |walltime 2134.906 |
Transformer | epoch 0 | step 15510 |avg loss 5.937 |avg tokens 3881.100 |tokens/s 29799.467 |walltime 2136.208 |
Transformer | epoch 0 | step 15520 |avg loss 5.552 |avg tokens 4735.100 |tokens/s 34340.420 |walltime 2137.587 |
Transformer | epoch 0 | step 15530 |avg loss 5.622 |avg tokens 4067.900 |tokens/s 30488.960 |walltime 2138.922 |
Transformer | epoch 0 | step 15540 |avg loss 5.037 |avg tokens 4897.600 |tokens/s 35759.954 |walltime 2140.291 |
Transformer | epoch 0 | step 15550 |avg loss 5.299 |avg tokens 4574.800 |tokens/s 32412.860 |walltime 2141.703 |
Transformer | epoch 0 | step 15560 |avg loss 5.304 |avg tokens 4689.800 |tokens/s 33615.858 |walltime 2143.098 |
Transformer | epoch 0 | step 15570 |avg loss 5.557 |avg tokens 4498.700 |tokens/s 33139.424 |walltime 2144.455 |
Transformer | epoch 0 | step 15580 |avg loss 5.710 |avg tokens 3921.700 |tokens/s 29373.154 |walltime 2145.790 |
Transformer | epoch 0 | step 15590 |avg loss 6.279 |avg tokens 4612.500 |tokens/s 34789.854 |walltime 2147.116 |
Transformer | epoch 0 | step 15600 |avg loss 5.323 |avg tokens 4582.800 |tokens/s 33452.745 |walltime 2148.486 |
Transformer | epoch 0 | step 15610 |avg loss 4.901 |avg tokens 4835.800 |tokens/s 32751.867 |walltime 2149.963 |
Transformer | epoch 0 | step 15620 |avg loss 4.993 |avg tokens 4486.600 |tokens/s 32315.381 |walltime 2151.351 |
Transformer | epoch 0 | step 15630 |avg loss 5.141 |avg tokens 4562.400 |tokens/s 33166.461 |walltime 2152.727 |
Transformer | epoch 0 | step 15640 |avg loss 5.186 |avg tokens 4657.400 |tokens/s 33734.894 |walltime 2154.107 |
Transformer | epoch 0 | step 15650 |avg loss 5.117 |avg tokens 4610.000 |tokens/s 33047.437 |walltime 2155.502 |
Transformer | epoch 0 | step 15660 |avg loss 5.296 |avg tokens 4366.600 |tokens/s 31496.438 |walltime 2156.889 |
Transformer | epoch 0 | step 15670 |avg loss 5.513 |avg tokens 4660.600 |tokens/s 33830.898 |walltime 2158.266 |
Transformer | epoch 0 | step 15680 |avg loss 4.918 |avg tokens 4645.300 |tokens/s 33382.856 |walltime 2159.658 |
Transformer | epoch 0 | step 15690 |avg loss 5.228 |avg tokens 4223.300 |tokens/s 30935.107 |walltime 2161.023 |
Transformer | epoch 0 | step 15700 |avg loss 5.414 |avg tokens 4584.600 |tokens/s 34391.894 |walltime 2162.356 |
Transformer | epoch 0 | step 15710 |avg loss 5.152 |avg tokens 4802.200 |tokens/s 34631.914 |walltime 2163.743 |
Transformer | epoch 0 | step 15720 |avg loss 4.985 |avg tokens 4883.300 |tokens/s 33539.382 |walltime 2165.199 |
Transformer | epoch 0 | step 15730 |avg loss 5.774 |avg tokens 4395.300 |tokens/s 33152.013 |walltime 2166.524 |
Transformer | epoch 0 | step 15740 |avg loss 4.703 |avg tokens 4818.600 |tokens/s 34011.665 |walltime 2167.941 |
Transformer | epoch 0 | step 15750 |avg loss 5.430 |avg tokens 4760.500 |tokens/s 35474.964 |walltime 2169.283 |
Transformer | epoch 0 | step 15760 |avg loss 5.478 |avg tokens 4121.400 |tokens/s 30776.136 |walltime 2170.622 |
Transformer | epoch 0 | step 15770 |avg loss 5.347 |avg tokens 4797.100 |tokens/s 33862.730 |walltime 2172.039 |
Transformer | epoch 0 | step 15780 |avg loss 4.821 |avg tokens 4738.600 |tokens/s 32872.448 |walltime 2173.480 |
Transformer | epoch 0 | step 15790 |avg loss 5.764 |avg tokens 4289.300 |tokens/s 33362.624 |walltime 2174.766 |
Transformer | epoch 0 | step 15800 |avg loss 6.055 |avg tokens 4395.200 |tokens/s 33360.354 |walltime 2176.084 |
Transformer | epoch 0 | step 15810 |avg loss 5.406 |avg tokens 4749.900 |tokens/s 34165.957 |walltime 2177.474 |
Transformer | epoch 0 | step 15820 |avg loss 5.678 |avg tokens 4663.400 |tokens/s 34782.570 |walltime 2178.815 |
Transformer | epoch 0 | step 15830 |avg loss 4.891 |avg tokens 4840.900 |tokens/s 34311.724 |walltime 2180.225 |
Transformer | epoch 0 | step 15840 |avg loss 5.278 |avg tokens 4474.100 |tokens/s 33616.548 |walltime 2181.556 |
Transformer | epoch 0 | step 15850 |avg loss 5.412 |avg tokens 4702.900 |tokens/s 33908.676 |walltime 2182.943 |
Transformer | epoch 0 | step 15860 |avg loss 6.292 |avg tokens 4082.700 |tokens/s 32185.564 |walltime 2184.212 |
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 16.0
Transformer | epoch 0 | step 15870 |avg loss 4.752 |avg tokens 4550.800 |tokens/s 33052.649 |walltime 2185.589 |
Transformer | epoch 0 | step 15880 |avg loss 5.100 |avg tokens 4373.000 |tokens/s 32580.263 |walltime 2186.931 |
Transformer | epoch 0 | step 15890 |avg loss 5.194 |avg tokens 4464.200 |tokens/s 32369.249 |walltime 2188.310 |
Transformer | epoch 0 | step 15900 |avg loss 5.050 |avg tokens 4450.100 |tokens/s 32103.717 |walltime 2189.696 |
Transformer | epoch 0 | step 15910 |avg loss 5.885 |avg tokens 4624.800 |tokens/s 34883.599 |walltime 2191.022 |
Transformer | epoch 0 | step 15920 |avg loss 5.432 |avg tokens 4876.000 |tokens/s 34816.236 |walltime 2192.422 |
Transformer | epoch 0 | step 15930 |avg loss 5.661 |avg tokens 4642.300 |tokens/s 34504.213 |walltime 2193.768 |
Transformer | epoch 0 | step 15940 |avg loss 5.968 |avg tokens 4797.600 |tokens/s 35906.778 |walltime 2195.104 |
Transformer | epoch 0 | step 15950 |avg loss 5.329 |avg tokens 4310.000 |tokens/s 32171.193 |walltime 2196.444 |
Transformer | epoch 0 | step 15960 |avg loss 5.118 |avg tokens 4732.800 |tokens/s 34629.045 |walltime 2197.810 |
Transformer | epoch 0 | step 15970 |avg loss 5.157 |avg tokens 4423.900 |tokens/s 31742.378 |walltime 2199.204 |
Transformer | epoch 0 | step 15980 |avg loss 5.776 |avg tokens 4613.000 |tokens/s 35024.638 |walltime 2200.521 |
Transformer | epoch 0 | step 15990 |avg loss 5.126 |avg tokens 4711.000 |tokens/s 33268.035 |walltime 2201.937 |
Transformer | epoch 0 | step 16000 |avg loss 5.235 |avg tokens 4673.900 |tokens/s 33563.900 |walltime 2203.330 |
Transformer | epoch 0 | step 16010 |avg loss 4.862 |avg tokens 4759.500 |tokens/s 33469.113 |walltime 2204.752 |
Transformer | epoch 0 | step 16020 |avg loss 5.113 |avg tokens 4666.200 |tokens/s 33127.033 |walltime 2206.160 |
Transformer | epoch 0 | step 16030 |avg loss 5.605 |avg tokens 4540.300 |tokens/s 33781.830 |walltime 2207.504 |
Transformer | epoch 0 | step 16040 |avg loss 5.233 |avg tokens 4872.700 |tokens/s 34844.025 |walltime 2208.903 |
Transformer | epoch 0 | step 16050 |avg loss 5.477 |avg tokens 4461.900 |tokens/s 32959.603 |walltime 2210.257 |
Transformer | epoch 0 | step 16060 |avg loss 5.712 |avg tokens 4407.700 |tokens/s 33317.109 |walltime 2211.580 |
Transformer | epoch 0 | step 16070 |avg loss 5.977 |avg tokens 3808.900 |tokens/s 29491.980 |walltime 2212.871 |
Transformer | epoch 0 | step 16080 |avg loss 6.517 |avg tokens 4129.400 |tokens/s 32721.582 |walltime 2214.133 |
Transformer | epoch 0 | step 16090 |avg loss 5.456 |avg tokens 4354.900 |tokens/s 32144.025 |walltime 2215.488 |
Transformer | epoch 0 | step 16100 |avg loss 5.000 |avg tokens 4537.700 |tokens/s 32306.913 |walltime 2216.892 |
Transformer | epoch 0 | step 16110 |avg loss 5.346 |avg tokens 4651.600 |tokens/s 33559.719 |walltime 2218.279 |
Transformer | epoch 0 | step 16120 |avg loss 5.135 |avg tokens 4422.300 |tokens/s 32177.352 |walltime 2219.653 |
Transformer | epoch 0 | step 16130 |avg loss 5.282 |avg tokens 4170.100 |tokens/s 29979.691 |walltime 2221.044 |
Transformer | epoch 0 | step 16140 |avg loss 5.332 |avg tokens 4750.900 |tokens/s 34336.396 |walltime 2222.428 |
Transformer | epoch 0 | step 16150 |avg loss 5.542 |avg tokens 4890.200 |tokens/s 36064.603 |walltime 2223.783 |
Transformer | epoch 0 | step 16160 |avg loss 5.245 |avg tokens 4200.400 |tokens/s 31298.246 |walltime 2225.126 |
Transformer | epoch 0 | step 16170 |avg loss 4.914 |avg tokens 4660.000 |tokens/s 34128.774 |walltime 2226.491 |
Transformer | epoch 0 | step 16180 |avg loss 5.411 |avg tokens 4450.900 |tokens/s 32317.485 |walltime 2227.868 |
Transformer | epoch 0 | step 16190 |avg loss 5.454 |avg tokens 4723.500 |tokens/s 33485.690 |walltime 2229.279 |
Transformer | epoch 0 | step 16200 |avg loss 5.280 |avg tokens 4472.200 |tokens/s 32741.935 |walltime 2230.645 |
Transformer | epoch 0 | step 16210 |avg loss 5.606 |avg tokens 4315.600 |tokens/s 31425.115 |walltime 2232.018 |
Transformer | epoch 0 | step 16220 |avg loss 5.798 |avg tokens 4254.800 |tokens/s 32116.563 |walltime 2233.343 |
Transformer | epoch 0 | step 16230 |avg loss 5.965 |avg tokens 3805.300 |tokens/s 30462.079 |walltime 2234.592 |
Transformer | epoch 0 | step 16240 |avg loss 5.564 |avg tokens 4480.900 |tokens/s 33508.200 |walltime 2235.929 |
Transformer | epoch 0 | step 16250 |avg loss 5.573 |avg tokens 4242.400 |tokens/s 31496.889 |walltime 2237.276 |
Transformer | epoch 0 | step 16260 |avg loss 4.972 |avg tokens 4310.800 |tokens/s 31113.668 |walltime 2238.662 |
Transformer | epoch 0 | step 16270 |avg loss 5.396 |avg tokens 4273.600 |tokens/s 31713.488 |walltime 2240.009 |
Transformer | epoch 0 | step 16280 |avg loss 5.488 |avg tokens 4316.000 |tokens/s 32952.144 |walltime 2241.319 |
Transformer | epoch 0 | step 16290 |avg loss 6.545 |avg tokens 4269.100 |tokens/s 34065.130 |walltime 2242.572 |
Transformer | epoch 0 | step 16300 |avg loss 5.495 |avg tokens 4833.700 |tokens/s 34856.127 |walltime 2243.959 |
Transformer | epoch 0 | step 16310 |avg loss 5.069 |avg tokens 4650.900 |tokens/s 33351.927 |walltime 2245.354 |
Transformer | epoch 0 | step 16320 |avg loss 6.139 |avg tokens 3866.000 |tokens/s 30231.760 |walltime 2246.632 |
Transformer | epoch 0 | step 16330 |avg loss 5.533 |avg tokens 4466.600 |tokens/s 32259.743 |walltime 2248.017 |
Transformer | epoch 0 | step 16340 |avg loss 4.913 |avg tokens 4556.400 |tokens/s 32725.232 |walltime 2249.409 |
Transformer | epoch 0 | step 16350 |avg loss 5.142 |avg tokens 4370.500 |tokens/s 30918.961 |walltime 2250.823 |
Transformer | epoch 0 | step 16360 |avg loss 5.513 |avg tokens 4304.600 |tokens/s 31300.375 |walltime 2252.198 |
Transformer | epoch 0 | step 16370 |avg loss 5.418 |avg tokens 4518.600 |tokens/s 34121.238 |walltime 2253.522 |
Transformer | epoch 0 | step 16380 |avg loss 5.083 |avg tokens 4908.800 |tokens/s 33786.638 |walltime 2254.975 |
Transformer | epoch 0 | step 16390 |avg loss 5.194 |avg tokens 4445.600 |tokens/s 31625.177 |walltime 2256.381 |
Transformer | epoch 0 | step 16400 |avg loss 5.039 |avg tokens 4639.300 |tokens/s 33605.770 |walltime 2257.761 |
Transformer | epoch 0 | step 16410 |avg loss 4.751 |avg tokens 4775.200 |tokens/s 33506.101 |walltime 2259.187 |
Transformer | epoch 0 | step 16420 |avg loss 4.964 |avg tokens 4597.000 |tokens/s 33184.470 |walltime 2260.572 |
Transformer | epoch 0 | step 16430 |avg loss 5.387 |avg tokens 4864.800 |tokens/s 35782.039 |walltime 2261.931 |
Transformer | epoch 0 | step 16440 |avg loss 5.290 |avg tokens 4195.900 |tokens/s 31290.124 |walltime 2263.272 |
Transformer | epoch 0 | step 16450 |avg loss 5.693 |avg tokens 4718.200 |tokens/s 34714.284 |walltime 2264.632 |
Transformer | epoch 0 | step 16460 |avg loss 5.560 |avg tokens 4366.400 |tokens/s 33618.663 |walltime 2265.930 |
Transformer | epoch 0 | step 16470 |avg loss 4.837 |avg tokens 4718.100 |tokens/s 33022.522 |walltime 2267.359 |
Transformer | epoch 0 | step 16480 |avg loss 4.894 |avg tokens 4673.100 |tokens/s 32162.424 |walltime 2268.812 |
Transformer | epoch 0 | step 16490 |avg loss 4.868 |avg tokens 4537.200 |tokens/s 31495.885 |walltime 2270.253 |
Transformer | epoch 0 | step 16500 |avg loss 5.450 |avg tokens 4680.800 |tokens/s 32681.630 |walltime 2271.685 |
Transformer | epoch 0 | step 16510 |avg loss 5.431 |avg tokens 4696.800 |tokens/s 33975.184 |walltime 2273.067 |
Transformer | epoch 0 | step 16520 |avg loss 4.916 |avg tokens 4785.600 |tokens/s 33314.824 |walltime 2274.504 |
Transformer | epoch 0 | step 16530 |avg loss 5.257 |avg tokens 4488.900 |tokens/s 32267.692 |walltime 2275.895 |
Transformer | epoch 0 | step 16540 |avg loss 5.100 |avg tokens 4619.300 |tokens/s 33310.986 |walltime 2277.282 |
Transformer | epoch 0 | step 16550 |avg loss 5.044 |avg tokens 4830.800 |tokens/s 34698.687 |walltime 2278.674 |
Transformer | epoch 0 | step 16560 |avg loss 5.423 |avg tokens 4612.500 |tokens/s 34397.433 |walltime 2280.015 |
Transformer | epoch 0 | step 16570 |avg loss 5.042 |avg tokens 4845.400 |tokens/s 34082.688 |walltime 2281.437 |
Transformer | epoch 0 | step 16580 |avg loss 4.844 |avg tokens 4567.000 |tokens/s 32438.365 |walltime 2282.844 |
Transformer | epoch 0 | step 16590 |avg loss 5.293 |avg tokens 4651.600 |tokens/s 34296.962 |walltime 2284.201 |
Transformer | epoch 0 | step 16600 |avg loss 5.241 |avg tokens 4526.400 |tokens/s 33889.651 |walltime 2285.536 |
Transformer | epoch 0 | step 16610 |avg loss 4.923 |avg tokens 4751.600 |tokens/s 33904.402 |walltime 2286.938 |
Transformer | epoch 0 | step 16620 |avg loss 5.440 |avg tokens 4612.100 |tokens/s 34322.264 |walltime 2288.282 |
Transformer | epoch 0 | step 16630 |avg loss 4.768 |avg tokens 4970.400 |tokens/s 35086.568 |walltime 2289.698 |
Transformer | epoch 0 | step 16640 |avg loss 5.623 |avg tokens 4002.100 |tokens/s 30711.876 |walltime 2291.001 |
Transformer | epoch 0 | step 16650 |avg loss 5.427 |avg tokens 4492.500 |tokens/s 32952.642 |walltime 2292.365 |
Transformer | epoch 0 | step 16660 |avg loss 5.004 |avg tokens 4399.900 |tokens/s 32139.620 |walltime 2293.734 |
Transformer | epoch 0 | step 16670 |avg loss 5.208 |avg tokens 4737.400 |tokens/s 33919.526 |walltime 2295.130 |
Transformer | epoch 0 | step 16680 |avg loss 4.862 |avg tokens 4963.300 |tokens/s 34841.118 |walltime 2296.555 |
Transformer | epoch 0 | step 16690 |avg loss 4.995 |avg tokens 4555.200 |tokens/s 33454.410 |walltime 2297.916 |
Transformer | epoch 0 | step 16700 |avg loss 5.359 |avg tokens 4387.500 |tokens/s 32575.869 |walltime 2299.263 |
Transformer | epoch 0 | step 16710 |avg loss 5.551 |avg tokens 4340.400 |tokens/s 32691.545 |walltime 2300.591 |
Transformer | epoch 0 | step 16720 |avg loss 4.959 |avg tokens 4762.000 |tokens/s 33975.217 |walltime 2301.993 |
Transformer | epoch 0 | step 16730 |avg loss 5.104 |avg tokens 4488.700 |tokens/s 33482.769 |walltime 2303.333 |
Transformer | epoch 0 | step 16740 |avg loss 4.771 |avg tokens 4752.800 |tokens/s 32848.047 |walltime 2304.780 |
Transformer | epoch 0 | step 16750 |avg loss 4.979 |avg tokens 4768.000 |tokens/s 34187.550 |walltime 2306.175 |
Transformer | epoch 0 | step 16760 |avg loss 5.189 |avg tokens 4500.000 |tokens/s 32352.395 |walltime 2307.566 |
Transformer | epoch 0 | step 16770 |avg loss 5.241 |avg tokens 4295.300 |tokens/s 32222.611 |walltime 2308.899 |
Transformer | epoch 0 | step 16780 |avg loss 5.833 |avg tokens 4659.200 |tokens/s 35325.741 |walltime 2310.218 |
Transformer | epoch 0 | step 16790 |avg loss 4.669 |avg tokens 4591.300 |tokens/s 34296.704 |walltime 2311.556 |
Transformer | epoch 0 | step 16800 |avg loss 5.279 |avg tokens 4405.900 |tokens/s 33165.036 |walltime 2312.885 |
Transformer | epoch 0 | step 16810 |avg loss 5.400 |avg tokens 4789.300 |tokens/s 33631.801 |walltime 2314.309 |
Transformer | epoch 0 | step 16820 |avg loss 5.476 |avg tokens 4324.100 |tokens/s 32616.821 |walltime 2315.635 |
Transformer | epoch 0 | step 16830 |avg loss 5.264 |avg tokens 4842.500 |tokens/s 36135.902 |walltime 2316.975 |
Transformer | epoch 0 | step 16840 |avg loss 5.080 |avg tokens 4958.500 |tokens/s 34785.900 |walltime 2318.400 |
Transformer | epoch 0 | step 16850 |avg loss 5.476 |avg tokens 4447.700 |tokens/s 32597.245 |walltime 2319.765 |
Transformer | epoch 0 | step 16860 |avg loss 5.936 |avg tokens 4481.300 |tokens/s 34020.641 |walltime 2321.082 |
Transformer | epoch 0 | step 16870 |avg loss 5.719 |avg tokens 4015.500 |tokens/s 30803.204 |walltime 2322.385 |
Transformer | epoch 0 | step 16880 |avg loss 5.566 |avg tokens 4505.700 |tokens/s 33123.600 |walltime 2323.746 |
Transformer | epoch 0 | step 16890 |avg loss 5.448 |avg tokens 4629.400 |tokens/s 33465.118 |walltime 2325.129 |
Transformer | epoch 0 | step 16900 |avg loss 4.734 |avg tokens 4918.400 |tokens/s 34618.425 |walltime 2326.550 |
Transformer | epoch 0 | step 16910 |avg loss 5.104 |avg tokens 4943.900 |tokens/s 35071.118 |walltime 2327.960 |
Transformer | epoch 0 | step 16920 |avg loss 5.236 |avg tokens 4720.800 |tokens/s 34172.826 |walltime 2329.341 |
Transformer | epoch 0 | step 16930 |avg loss 5.622 |avg tokens 4456.500 |tokens/s 33065.041 |walltime 2330.689 |
Transformer | epoch 0 | step 16940 |avg loss 5.428 |avg tokens 4448.600 |tokens/s 32059.816 |walltime 2332.076 |
Transformer | epoch 0 | step 16950 |avg loss 4.793 |avg tokens 4624.000 |tokens/s 33692.542 |walltime 2333.449 |
Transformer | epoch 0 | step 16960 |avg loss 5.405 |avg tokens 4623.900 |tokens/s 33845.061 |walltime 2334.815 |
Transformer | epoch 0 | step 16970 |avg loss 4.761 |avg tokens 4905.200 |tokens/s 35325.130 |walltime 2336.204 |
Transformer | epoch 0 | step 16980 |avg loss 5.075 |avg tokens 4673.200 |tokens/s 34509.017 |walltime 2337.558 |
Transformer | epoch 0 | step 16990 |avg loss 5.608 |avg tokens 4270.500 |tokens/s 32028.729 |walltime 2338.891 |
Transformer | epoch 0 | step 17000 |avg loss 5.225 |avg tokens 4662.300 |tokens/s 33979.771 |walltime 2340.263 |
Transformer | epoch 0 | step 17010 |avg loss 6.051 |avg tokens 4017.600 |tokens/s 31831.897 |walltime 2341.525 |
Transformer | epoch 0 | step 17020 |avg loss 5.645 |avg tokens 3739.400 |tokens/s 29124.201 |walltime 2342.809 |
Transformer | epoch 0 | step 17030 |avg loss 4.978 |avg tokens 4865.600 |tokens/s 35021.230 |walltime 2344.199 |
Transformer | epoch 0 | step 17040 |avg loss 5.235 |avg tokens 4206.800 |tokens/s 31695.577 |walltime 2345.526 |
Transformer | epoch 0 | step 17050 |avg loss 5.240 |avg tokens 4438.000 |tokens/s 31766.246 |walltime 2346.923 |
Transformer | epoch 0 | step 17060 |avg loss 5.176 |avg tokens 4522.200 |tokens/s 33243.466 |walltime 2348.283 |
Transformer | epoch 0 | step 17070 |avg loss 4.767 |avg tokens 4797.600 |tokens/s 33850.786 |walltime 2349.701 |
Transformer | epoch 0 | step 17080 |avg loss 5.480 |avg tokens 4540.600 |tokens/s 33676.321 |walltime 2351.049 |
Transformer | epoch 0 | step 17090 |avg loss 5.696 |avg tokens 4537.800 |tokens/s 33009.336 |walltime 2352.424 |
Transformer | epoch 0 | step 17100 |avg loss 5.394 |avg tokens 4453.000 |tokens/s 34116.445 |walltime 2353.729 |
Transformer | epoch 0 | step 17110 |avg loss 4.757 |avg tokens 4908.800 |tokens/s 34707.933 |walltime 2355.143 |
Transformer | epoch 0 | step 17120 |avg loss 4.949 |avg tokens 4516.600 |tokens/s 32132.345 |walltime 2356.549 |
Transformer | epoch 0 | step 17130 |avg loss 4.982 |avg tokens 4962.900 |tokens/s 35243.006 |walltime 2357.957 |
Transformer | epoch 0 | step 17140 |avg loss 5.514 |avg tokens 4374.200 |tokens/s 32247.239 |walltime 2359.313 |
Transformer | epoch 0 | step 17150 |avg loss 5.048 |avg tokens 4632.300 |tokens/s 34201.249 |walltime 2360.668 |
Transformer | epoch 0 | step 17160 |avg loss 5.067 |avg tokens 4482.400 |tokens/s 32656.957 |walltime 2362.040 |
Transformer | epoch 0 | step 17170 |avg loss 5.315 |avg tokens 4348.100 |tokens/s 32889.854 |walltime 2363.362 |
Transformer | epoch 0 | step 17180 |avg loss 5.292 |avg tokens 4226.900 |tokens/s 31487.185 |walltime 2364.705 |
Transformer | epoch 0 | step 17190 |avg loss 5.519 |avg tokens 4324.300 |tokens/s 31665.291 |walltime 2366.071 |
Transformer | epoch 0 | step 17200 |avg loss 5.377 |avg tokens 4332.500 |tokens/s 32761.750 |walltime 2367.393 |
Transformer | epoch 0 | step 17210 |avg loss 5.146 |avg tokens 4211.900 |tokens/s 30500.219 |walltime 2368.774 |
Transformer | epoch 0 | step 17220 |avg loss 5.265 |avg tokens 4671.400 |tokens/s 34668.613 |walltime 2370.121 |
Transformer | epoch 0 | step 17230 |avg loss 4.958 |avg tokens 4521.800 |tokens/s 32808.189 |walltime 2371.500 |
Transformer | epoch 0 | step 17240 |avg loss 5.007 |avg tokens 4597.200 |tokens/s 33229.252 |walltime 2372.883 |
Transformer | epoch 0 | step 17250 |avg loss 5.511 |avg tokens 4402.300 |tokens/s 32907.187 |walltime 2374.221 |
Transformer | epoch 0 | step 17260 |avg loss 4.980 |avg tokens 4385.800 |tokens/s 31867.198 |walltime 2375.597 |
